Framework,Standardized Rule No,Contextual Title,Atomic Statutory Content
BLA,BLA Section 25(24),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed",(24) employed in the training or keeping of or working with elephants or other wild animals;
BLA,BLA Section 25(25),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed","(25) employed in the tapping of palm-trees or the felling or logging of trees, or the transport of timber by inland waters, or the control or extinguishing of forest-fires;"
BLA,BLA Section 25(26),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed",(26) employed in operations for the catching or hunting of elephants or other wild animals;
BLA,BLA Section 25(27),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed",(27) employed as a driver;
BLA,BLA Section 25(28),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed","(28) employed in warehousing, or working within the precincts of any warehouse or other place in which at least ten persons are employed, or employed in the handling or transport of goods in any market or precincts thereof in which at least 100 (one hundred) persons are employed;"
BLA,BLA Section 25(29),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed","(29) employed in any occupation involving the handling and manipulation of radium or X-rays apparatus, or contact with radio-active substances;"
BLA,BLA Section 25(30),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed","(30) employed as driver, cleaner, conductor and checker in the road transport service; or"
BLA,BLA Section 25(31),"25 (twenty-five) persons are employed or explosives are used, or whose depth from its highest to the lowest point exceed",(31) employed in the service of watch and ward.
BLA,BLA Section 1,"1 (one) year, whichever is shorter.","1 (one) year, whichever is shorter. Such
  compensation shall be paid at the rate of full monthly wages for the first 2
  (two) months, at the rate of two-thirds
  of the monthly wages for the next 2 (two) months and at the rate of half of
  monthly wages for the subsequent months. Such compensation shall be paid at the rate of full monthly wages for the first 2 (two) months, at the rate of two-thirds of the monthly wages for the next 2 (two) months and at the rate of half of monthly wages for the subsequent months. In the case
  of prolonged occupational                  disease, compensation for disablement
  shall be paid at the rate of half of
  monthly wages during the period of disablement, but such period shall
in no case exceed
2 (two) years. In the case of prolonged occupational disease, compensation for disablement shall be paid at the rate of half of monthly wages during the period of disablement, but such period shall in no case exceed"
BLA,BLA Section 2,2 (two) years.,2 (two) years.
BLR,BLR Rule 1,"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015. CONDITIONS OF EMPLOYMENT AND SERVICE"
BLR,BLR Rule 1(2),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(2) It shall come into force immediately. (2) Any expression which has been used in this Rules but has not been defined shall be used as the same meaning as defined in the Act.
BLR,BLR Rule 1(1),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(1) In these Rules, unless there is anything repugnant to the subject or the context,-"
BLR,BLR Rule 1(a),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(a) eActf means the Bangladesh Labour Act, 2006 (Act Number 42 of 2006);"
BLR,BLR Rule 1(b),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(b) eCompetent personf means, for the purpose of these Rules, any person or establishment experienced in the subject concerned which is nominated by the Government or the Inspector General or the Director of Labour;"
BLR,BLR Rule 1(c),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(c) eLifting machineryf means cranes, winches, hoists, derrick booms, derrick and mast bands, goose neck, eyebolts, spreader and weight lifter used for work related to the process (derrick), mast and anything permanently attached with the deck;"
BLR,BLR Rule 1(d),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(d) eShipf does not include any country made boat or Bojra shape, but includes water vehicles which are not completely growing basedh but used for water transportation;"
BLR,BLR Rule 1(e),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(e) eTelephone Servicesf means any service which is providing service relating to telecommunication including the establishment of mobile operator and the establishment of land phone operator;
BLR,BLR Rule 1(f),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(f) eOut Sourcing Companyf means an establishment registered under Section 3 of the Act which supply workers or perform any activity or job under an agreement;
BLR,BLR Rule 1(g),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(g) gSupervising officerh means any person who has been authorized in writing by the employer or management, who shall, for the sake of such power, determine the target of any work or service, control the workload, control the implementation activities, evaluate or review the work, give instruction or supervise to the workers of any section of the factory or establishment;"
BLR,BLR Rule 1(h),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(h) eSchedulef means the schedule attached with these Rules;
BLR,BLR Rule 1(i),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(i) eSectionf means any Section of the Act;
BLR,BLR Rule 1(j),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(j) gAny person engaged in administrative or managerial workh means any person authorized in writing by the employer or management, who shall be engaged in appointing worker or employee, determining salary and allowances, removal or dismissal from the employment, payment of final payment to the workers or employees of the factory or establishment and ratifying or controlling the activities in relation to the expenditure of the establishment by virtue of such power vested upon him;"
BLR,BLR Rule 1(k),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(k) gProcessh means the necessary work related to the loading of goods or fuel in the ship or in another ship anchored beside the ship or discharging of goods or fuel or oil like substances from the ship and other incidental activities relevant to it shall also be included;
BLR,BLR Rule 1(l),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(l) gPremisesh means any dock, wharf, quay or any space used for loading or discharging goods or fuel or oil like substances on a ship;"
BLR,BLR Rule 1(m),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(m) gPulley blockh means a pulley, block, gin or similar kind of gears which for the purpose of usage, is permanently attached with the crane and not the crane or block which is specifically made for this purpose;"
BLR,BLR Rule 1(n),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(n) gFormh means the forms attached with this Rules;
BLR,BLR Rule 1(o),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(o) gBoardh means referred in these Rules, in case may be, Deposit Fund Management Board, Minimum Wage Board, Central Fund Management Board, Workersf Participation and Workersf Welfare Fund Management Board, Provident Fund Trustees Board, Tea-Garden Workersf Provident Fund Trustee Board or Apprenticeship Activities Management Board;"
BLR,BLR Rule 1(p),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(p) gNewspaper workerh means any journalist, administrative worker or newspaper printing press worker working in the print or electronic media;"
BLR,BLR Rule 1(q),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(q) gHatchh means the gab of any deck which is used for conducting a process or making it neat & clean or for ventilation
BLR,BLR Rule 1(r),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.",(r) gHatchwayh means the whole space of the hatch consisting from upper to lower space of the dock; [Glossary Mapping: PPE = Personal Protection Equipment]
BLR,BLR Rule 1(s),"1. Title and Introduction: (1) These Rules shall be called the Bangladesh Labour Rules, 2015.","(s) By the gmanager of hotel and restauranth means any person who shall, on the basis of contract, lease or authorized thereby in any other way, operate any hotel and restaurant;"
BLR,BLR Rule 3,3. Submission of Service Rules.- (1) If the employer of any establishment intends to enact his own service,"3. Submission of Service Rules.- (1) If the employer of any establishment intends to enact his own service rules to regulate the service of workers or workers of a special category, he shall submit at least 5 (five) copies of the draft service rules to the Inspector General."
BLR,BLR Rule 3(2),3. Submission of Service Rules.- (1) If the employer of any establishment intends to enact his own service,"(2) According to Section 3(2), the draft service rules submitted to the Inspector General by the employer shall contain conditions of service for workers in his establishment and while submitting the draft rules to the Inspector General the related information shall be incorporated in accordance with Form- 1."
